"","Model Year","Vehicle Manufacturer Name","Veh Mfr Code","Represented Test Veh Make","Represented Test Veh Model","Test Veh Displacement (L)","Vehicle Type","Rated Horsepower","Tested Transmission Type Code","Tested Transmission Type","# of Gears","Transmission Lockup?","Drive System Code","Drive System Description","Equivalent Test Weight (lbs.)","Axle Ratio","N/V Ratio","Test Fuel Type Description","CO2 (g/mi)","RND_ADJ_FE","Target Coef A (lbf)","Target Coef B (lbf/mph)","Target Coef C (lbf/mph**2)","Set Coef A (lbf)","Set Coef B (lbf/mph)","Set Coef C (lbf/mph**2)","Police - Emergency Vehicle?","Averaging Method Cd","Averging Method Desc"
"1",2018,"BMW","BMX","BMW","330e",2,"Car",180,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",4250,2.93,26,"Electricity",NA,0,52.9,-0.113,0.01826,21.2,0.056,0.01632,"N","N","No averaging"
"2",2018,"BMW","BMX","BMW","330e",2,"Car",180,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",4250,2.93,26,"Electricity",NA,0,52.9,-0.113,0.01826,21.2,0.056,0.01632,"N","N","No averaging"
"3",2018,"BMW","BMX","BMW","330e",2,"Car",180,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",4250,2.93,26,"Electricity",NA,0,44.9,-0.063,0.01831,13,0.128,0.01611,"N","N","No averaging"
"4",2018,"BMW","BMX","BMW","330e",2,"Car",180,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",4250,2.93,26,"Electricity",NA,0,44.9,-0.063,0.01831,13,0.128,0.01611,"N","N","No averaging"
"5",2018,"BMW","BMX","BMW","530e",2,"Car",180,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",4500,3.23,26.6,"Electricity",NA,122.8,51.1,-0.114,0.02015,12.1,0.305,0.0154,"N","N","No averaging"
"6",2018,"BMW","BMX","BMW","530e",2,"Car",180,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",4500,3.23,26.6,"Electricity",NA,122.8,51.1,-0.114,0.02015,12.1,0.305,0.0154,"N","N","No averaging"
"7",2018,"BMW","BMX","BMW","530e xDrive",2,"Car",180,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",4750,3.23,26.6,"Electricity",NA,122.8,56.4,-0.192,0.02215,18.7,0.246,0.01743,"N","N","No averaging"
"8",2018,"BMW","BMX","BMW","530e xDrive",2,"Car",180,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",4750,3.23,26.6,"Electricity",NA,122.8,56.4,-0.192,0.02215,18.7,0.246,0.01743,"N","N","No averaging"
"9",2018,"BMW","BMX","BMW","740e xDrive",2,"Car",255,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",5000,3.23,26.9,"Electricity",NA,33.6,61.6,-0.265,0.02301,20,0.046,0.01943,"N","N","No averaging"
"10",2018,"BMW","BMX","BMW","740e xDrive",2,"Car",255,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",5000,3.23,26.9,"Electricity",NA,42.2,61.6,-0.265,0.02301,20,0.046,0.01943,"N","N","No averaging"
"11",2018,"BMW","BMX","BMW","I3 BEV",0.001,"Car",168,"OT","Other",1,"N","R","2-Wheel Drive, Rear",3250,9.7,121.6,"Electricity",NA,184.4,31,0.229,0.01717,20.9,-0.193,0.02049,"N","N","No averaging"
"12",2018,"BMW","BMX","BMW","I3 BEV",0.001,"Car",168,"OT","Other",1,"N","R","2-Wheel Drive, Rear",3250,9.7,121.6,"Electricity",NA,151.8,31,0.229,0.01717,20.9,-0.193,0.02049,"N","N","No averaging"
"13",2018,"BMW","BMX","BMW","I3 REX",0.6,"Car",38,"OT","Other",1,"Y","R","2-Wheel Drive, Rear",3500,9.67,123,"Electricity",NA,133.5,32.2,0.232,0.0174,20.5,-0.267,0.02219,"N","N","No averaging"
"14",2018,"BMW","BMX","BMW","I3 REX",0.6,"Car",38,"OT","Other",1,"Y","R","2-Wheel Drive, Rear",3500,9.67,123,"Electricity",NA,0,32.2,0.232,0.0174,20.5,-0.267,0.02219,"N","N","No averaging"
"15",2018,"BMW","BMX","BMW","I3s (94Ah)",0.001,"Car",181,"OT","Other",1,"N","R","2-Wheel Drive, Rear",3250,9.7,121.4,"Electricity",NA,174.6,27.6,0.293,0.01883,16.5,-0.149,0.02304,"N","N","No averaging"
"16",2018,"BMW","BMX","BMW","I3s (94Ah)",0.001,"Car",181,"OT","Other",1,"N","R","2-Wheel Drive, Rear",3250,9.7,121.4,"Electricity",NA,141.8,27.6,0.293,0.01883,16.5,-0.149,0.02304,"N","N","No averaging"
"17",2018,"BMW","BMX","BMW","I3s REX",0.6,"Car",38,"OT","Other",1,"Y","R","2-Wheel Drive, Rear",3625,9.67,121.4,"Electricity",NA,0,29.6,0.298,0.01908,16.3,-0.096,0.0229,"N","N","No averaging"
"18",2018,"BMW","BMX","BMW","I3s REX",0.6,"Car",38,"OT","Other",1,"Y","R","2-Wheel Drive, Rear",3625,9.67,121.4,"Electricity",NA,122.8,29.6,0.298,0.01908,16.3,-0.096,0.0229,"N","N","No averaging"
"19",2018,"BMW","BMX","BMW","X5 xDrive40e",2,"Truck",240,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",5500,3.15,24.1,"Electricity",NA,395.4,56.2,-0.432,0.03534,17.1,-0.319,0.03374,"N","N","No averaging"
"20",2018,"BMW","BMX","BMW","X5 xDrive40e",2,"Truck",240,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",5500,3.15,24.1,"Electricity",NA,0,56.2,-0.432,0.03534,17.1,-0.319,0.03374,"N","N","No averaging"
"21",2018,"BMW","BMX","MINI","Mini Cooper SE Countryman ALL4",1.5,"Car",134,"SA","Semi-Automatic",6,"Y","A","All Wheel Drive",4250,3.94,34.1,"Electricity",NA,122.8,44.2,0.027,0.02214,1.3,-0.023,0.0204,"N","N","No averaging"
"22",2018,"BMW","BMX","MINI","Mini Cooper SE Countryman ALL4",1.5,"Car",134,"SA","Semi-Automatic",6,"Y","A","All Wheel Drive",4250,3.94,34.1,"Electricity",NA,122.8,44.2,0.027,0.02214,1.3,-0.023,0.0204,"N","N","No averaging"
"23",2018,"BYD Motors Inc.","BYD","BYD","e6",99.999,"Car",100,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",5500,1.07,6.4,"Electricity",NA,110,69.473,0.0697,0.02814,23.191,-0.0284,0.02463,"N","N","No averaging"
"24",2018,"BYD Motors Inc.","BYD","BYD","e6",99.999,"Car",100,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",5500,1.07,6.4,"Electricity",NA,105,69.473,0.0697,0.02814,23.191,-0.0284,0.02463,"N","N","No averaging"
"25",2018,"BYD Motors Inc.","BYD","BYD","e6",99.999,"Car",100,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",5500,1.07,6.4,"Electricity",NA,111,69.473,0.0697,0.02814,23.191,-0.0284,0.02463,"N","N","No averaging"
"26",2018,"BYD Motors Inc.","BYD","BYD","e6",99.999,"Car",100,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",5500,1.07,6.4,"Electricity",NA,111,69.473,0.0697,0.02814,23.191,-0.0284,0.02463,"N","N","No averaging"
"27",2018,"FCA US LLC","CRX","Chrysler","Pacifica Hybrid",3.6,"Truck",287,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",5250,3.59,43.3,"Electricity",NA,128.2,31.4,0.4851,0.02263,6.21,0.2366,0.02302,"N","N","No averaging"
"28",2018,"FCA US LLC","CRX","Chrysler","Pacifica Hybrid",3.6,"Truck",287,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",5250,3.59,43.3,"Electricity",NA,111.4,31.4,0.4851,0.02263,6.21,0.2366,0.02302,"N","N","No averaging"
"29",2018,"FCA US LLC","CRX","Fiat","500e",0.01,"Car",110,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",3250,9.59,145,"Electricity",NA,147.8,24.91,0.2365,0.01816,4.74,0.0973,0.01822,"N","N","No averaging"
"30",2018,"FCA US LLC","CRX","Fiat","500e",0.01,"Car",110,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",3250,9.59,145,"Electricity",NA,172.9,24.91,0.2365,0.01816,4.74,0.0973,0.01822,"N","N","No averaging"
"31",2018,"FOMOCO","FMX","Ford","FOCUS",0.001,"Car",143,"A","Automatic",1,"N","F","2-Wheel Drive, Front",4000,7.82,10.5,"Electricity",NA,136.8,28.87,0.1906,0.01993,10.26,0.005,0.02012,"N","N","No averaging"
"32",2018,"FOMOCO","FMX","Ford","FOCUS",0.001,"Car",143,"A","Automatic",1,"N","F","2-Wheel Drive, Front",4000,7.82,10.5,"Electricity",NA,169.2,28.87,0.1906,0.01993,10.26,0.005,0.02012,"N","N","No averaging"
"33",2018,"FOMOCO","FMX","Ford","Fusion (PHEV)",2,"Car",141,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",4250,2.91,38.4,"Electricity",NA,122.8,26.55,0.2877,0.01711,8.18,0.0479,0.01737,"N","N","No averaging"
"34",2018,"FOMOCO","FMX","Ford","Fusion (PHEV)",2,"Car",141,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",4250,2.91,38.4,"Electricity",NA,0,26.55,0.2877,0.01711,8.18,0.0479,0.01737,"N","N","No averaging"
"35",2018,"GM","GMX","CADILLAC","CT6 HYBRID",2,"Car",265,"CVT","Continuously Variable",1,"Y","R","2-Wheel Drive, Rear",4750,2.77,24.6,"Electricity",NA,35,44.17,0.019,0.0222,16.09,0.1193,0.01807,"N","N","No averaging"
"36",2018,"GM","GMX","CADILLAC","CT6 HYBRID",2,"Car",265,"CVT","Continuously Variable",1,"Y","R","2-Wheel Drive, Rear",4750,2.77,24.6,"Electricity",NA,45,44.17,0.019,0.0222,16.09,0.1193,0.01807,"N","N","No averaging"
"37",2018,"GM","GMX","CHEVROLET","BOLT",99.999,"Car",200,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",3875,7.05,96,"Electricity",NA,182.2,28.4,0.2018,0.01948,14.2,0.0404,0.01932,"N","N","No averaging"
"38",2018,"GM","GMX","CHEVROLET","BOLT",99.999,"Car",200,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",3875,7.05,96,"Electricity",NA,157.4,28.4,0.2018,0.01948,14.2,0.0404,0.01932,"N","N","No averaging"
"39",2018,"GM","GMX","CHEVROLET","VOLT",1.5,"Car",100,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",3875,2.64,55.2,"Electricity",NA,82,27.1,0.2173,0.01559,10.11,0.1335,0.01457,"N","N","No averaging"
"40",2018,"GM","GMX","CHEVROLET","VOLT",1.5,"Car",100,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",3875,2.64,55.2,"Electricity",NA,72,27.1,0.2173,0.01559,10.11,0.1335,0.01457,"N","N","No averaging"
"41",2018,"Honda","HNX","HONDA","Clarity",0.001,"Car",161,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",4250,3.83,122.5,"Electricity",NA,179.6,25.41,0.2338,0.01763,8.39,0.193,0.01729,"N","N","No averaging"
"42",2018,"Honda","HNX","HONDA","Clarity",0.001,"Car",161,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",4250,3.83,122.5,"Electricity",NA,146.5,25.41,0.2338,0.01763,8.39,0.193,0.01729,"N","N","No averaging"
"43",2018,"Honda","HNX","HONDA","Clarity Fuel Cell",0.001,"Car",174,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",4500,3.83,122.1,"Hydrogen 5",NA,98.6,30.3,0.1037,0.01962,13.9,-0.0348,0.01964,"N","N","No averaging"
"44",2018,"Honda","HNX","HONDA","Clarity Fuel Cell",0.001,"Car",174,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",4500,3.83,122.1,"Hydrogen 5",NA,95.5,30.3,0.1037,0.01962,13.9,-0.0348,0.01964,"N","N","No averaging"
"45",2018,"Honda","HNX","HONDA","Clarity Plug-in Hybrid",1.5,"Car",103,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",4250,3.42,36.2,"Electricity",NA,167.9,26.78,0.3123,0.01713,8.04,0.2919,0.01599,"N","N","No averaging"
"46",2018,"Honda","HNX","HONDA","Clarity Plug-in Hybrid",1.5,"Car",103,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",4250,3.42,36.2,"Electricity",NA,146.4,26.78,0.3123,0.01713,8.04,0.2919,0.01599,"N","N","No averaging"
"47",2018,"Honda","HNX","HONDA","Clarity Plug-in Hybrid",1.5,"Car",103,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",4250,3.42,36.2,"Electricity",NA,166.5,26.78,0.3123,0.01713,8.04,0.2919,0.01599,"N","N","No averaging"
"48",2018,"Honda","HNX","HONDA","Clarity Plug-in Hybrid",1.5,"Car",103,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",4250,3.42,36.2,"Electricity",NA,145.1,26.78,0.3123,0.01713,8.04,0.2919,0.01599,"N","N","No averaging"
"49",2018,"Hyundai","HYX","HYUNDAI","IONIQ",0.001,"Car",117,"A","Automatic",1,"N","F","2-Wheel Drive, Front",3500,3.43,103.1,"Electricity",NA,15,21.17,0.19016,0.015762,11.083,-0.00929,0.017499,"N","N","No averaging"
"50",2018,"Hyundai","HYX","HYUNDAI","IONIQ",0.001,"Car",117,"A","Automatic",1,"N","F","2-Wheel Drive, Front",3500,3.43,103.1,"Electricity",NA,18.4,21.17,0.19016,0.015762,11.083,-0.00929,0.017499,"N","N","No averaging"
"51",2018,"Hyundai","HYX","HYUNDAI","IONIQ PHEV",1.6,"Car",104,"AM","Automated Manual",6,"N","F","2-Wheel Drive, Front",3625,4.19,44.7,"Electricity",NA,0,20.163,0.31251,0.015225,3.295,0.19329,0.015243,"N","N","No averaging"
"52",2018,"Hyundai","HYX","HYUNDAI","IONIQ PHEV",1.6,"Car",104,"AM","Automated Manual",6,"N","F","2-Wheel Drive, Front",3625,4.19,44.7,"Electricity",NA,0,20.163,0.31251,0.015225,3.295,0.19329,0.015243,"N","N","No averaging"
"53",2018,"Hyundai","HYX","HYUNDAI","SONATA PLUG-IN HYBRID",2,"Car",154,"AM","Automated Manual",6,"N","F","2-Wheel Drive, Front",4000,3.51,36,"Electricity",NA,0,29.596,0.18578,0.01757,5.833,0.19128,0.016394,"N","N","No averaging"
"54",2018,"Hyundai","HYX","HYUNDAI","SONATA PLUG-IN HYBRID",2,"Car",154,"AM","Automated Manual",6,"N","F","2-Wheel Drive, Front",4000,3.51,36,"Electricity",NA,0,29.596,0.18578,0.01757,5.833,0.19128,0.016394,"N","N","No averaging"
"55",2018,"Hyundai","HYX","KIA","OPTIMA PLUG-IN HYBRID",2,"Car",154,"AM","Automated Manual",6,"N","F","2-Wheel Drive, Front",4000,3.51,36,"Electricity",NA,0,32.622,-0.00098,0.018866,4.327,0.17052,0.015743,"N","N","No averaging"
"56",2018,"Hyundai","HYX","KIA","OPTIMA PLUG-IN HYBRID",2,"Car",154,"AM","Automated Manual",6,"N","F","2-Wheel Drive, Front",4000,3.51,36,"Electricity",NA,0,32.622,-0.00098,0.018866,4.327,0.17052,0.015743,"N","N","No averaging"
"57",2018,"Karma Automotive, L","KAL","Karma","Revero",2,"Car",255,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",5500,4.1,11.2,"Electricity",NA,122.8,56.9,1.2551,0.01173,21.94,1.1316,0.01008,"N","N","No averaging"
"58",2018,"Karma Automotive, L","KAL","Karma","Revero",2,"Car",255,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",5500,4.1,11.2,"Electricity",NA,122.8,56.9,1.2551,0.01173,21.94,1.1316,0.01008,"N","N","No averaging"
"59",2018,"Kia","KMX","KIA","Niro Plug-in",1.6,"Car",104,"AM","Automated Manual",6,"N","F","2-Wheel Drive, Front",3750,4.19,45.8,"Electricity",NA,0,22.074,0.2801,0.019201,6.976,0.12879,0.019187,"N","N","No averaging"
"60",2018,"Kia","KMX","KIA","Niro Plug-in",1.6,"Car",104,"AM","Automated Manual",6,"N","F","2-Wheel Drive, Front",3750,4.19,45.8,"Electricity",NA,0,22.074,0.2801,0.019201,6.976,0.12879,0.019187,"N","N","No averaging"
"61",2018,"Kia","KMX","KIA","Soul Electric",0.001,"Car",35,"A","Automatic",1,"N","F","2-Wheel Drive, Front",3625,3.26,127,"Electricity",NA,19.1,22.058,0.25763,0.022168,8.402,0.07258,0.023201,"N","N","No averaging"
"62",2018,"Kia","KMX","KIA","Soul Electric",0.001,"Car",35,"A","Automatic",1,"N","F","2-Wheel Drive, Front",3625,3.26,127,"Electricity",NA,25.2,22.058,0.25763,0.022168,8.402,0.07258,0.023201,"N","N","No averaging"
"63",2018,"Mercedes-Benz","MBX","Mercedes-Benz","Smart Fortwo Electric Drive (convertible)",0.001,"Car",81,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",2750,1,0,"Electricity",NA,165.1,23.82,0.3435,0.01734,11.85,0.1307,0.01772,"N","N","No averaging"
"64",2018,"Mercedes-Benz","MBX","Mercedes-Benz","Smart Fortwo Electric Drive (convertible)",0.001,"Car",81,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",2750,1,0,"Electricity",NA,133.4,23.82,0.3435,0.01734,11.85,0.1307,0.01772,"N","N","No averaging"
"65",2018,"Mercedes-Benz","MBX","Mercedes-Benz","Smart Fortwo Electric Drive (coupe)",0.001,"Car",81,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",2625,1,0,"Electricity",NA,182.6,22.9,0.344,0.0168,9.73,0.158,0.01677,"N","N","No averaging"
"66",2018,"Mercedes-Benz","MBX","Mercedes-Benz","Smart Fortwo Electric Drive (coupe)",0.001,"Car",81,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",2625,1,0,"Electricity",NA,138.1,22.9,0.344,0.0168,9.73,0.158,0.01677,"N","N","No averaging"
"67",2018,"Mitsubishi Motors Co","MTX","MITSUBISHI","OUTLANDER PHEV",1.998,"Truck",117,"A","Automatic",1,"Y","A","All Wheel Drive",4750,3.43,43.2,"Electricity",NA,111.7,36.737,0.41298,0.022519,-3.37,0.1726,0.02183,"N","N","No averaging"
"68",2018,"Mitsubishi Motors Co","MTX","MITSUBISHI","OUTLANDER PHEV",1.998,"Truck",117,"A","Automatic",1,"Y","A","All Wheel Drive",4750,3.43,43.2,"Electricity",NA,108,36.737,0.41298,0.022519,-3.37,0.1726,0.02183,"N","N","No averaging"
"69",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3875,8.19,112.5,"Electricity",NA,141.1,25.89,0.3449,0.01945,5.62,0.3104,0.01777,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"70",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3875,8.19,112.5,"Electricity",NA,174,25.89,0.3449,0.01945,5.62,0.3104,0.01777,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"71",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3875,8.19,112.5,"Electricity",NA,177.1,25.89,0.3449,0.01945,5.62,0.3104,0.01777,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"72",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3875,8.19,112.5,"Electricity",NA,141.3,25.89,0.3449,0.01945,5.62,0.3104,0.01777,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"73",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3750,8.19,114.7,"Electricity",NA,179.4,26.06,0.3,0.01965,8.33,0.1263,0.0193,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"74",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3750,8.19,114.7,"Electricity",NA,143.7,26.06,0.3,0.01965,8.33,0.1263,0.0193,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"75",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3750,8.19,114.7,"Electricity",NA,180.5,26.06,0.3,0.01965,8.33,0.1263,0.0193,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"76",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3750,8.19,114.7,"Electricity",NA,143.3,26.06,0.3,0.01965,8.33,0.1263,0.0193,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"77",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3750,8.19,112.5,"Electricity",NA,178.7,25.16,0.3639,0.01904,5.48,0.26,0.01808,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"78",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3750,8.19,112.5,"Electricity",NA,143.1,25.16,0.3639,0.01904,5.48,0.26,0.01808,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"79",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3750,8.19,112.5,"Electricity",NA,179,25.16,0.3639,0.01904,5.48,0.26,0.01808,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"80",2018,"Nissan","NSX","NISSAN","LEAF",99.999,"Car",147,"OT","Other",1,"Y","F","2-Wheel Drive, Front",3750,8.19,112.5,"Electricity",NA,143,25.16,0.3639,0.01904,5.48,0.26,0.01808,"N","H","Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))"
"81",2018,"Porsche","PRX","Porsche","Cayenne S e-Hybrid",3,"Both",416,"AM","Automated Manual",8,"Y","R","2-Wheel Drive, Rear",5500,3.27,47.1,"Electricity",NA,256.8,44.962,0.12301,0.02737,30.016,0.02301,0.01737,"N","N","No averaging"
"82",2018,"Porsche","PRX","Porsche","Cayenne S e-Hybrid",3,"Both",416,"AM","Automated Manual",8,"Y","R","2-Wheel Drive, Rear",5500,3.27,47.1,"Electricity",NA,122.8,44.962,0.12301,0.02737,30.016,0.02301,0.01737,"N","N","No averaging"
"83",2018,"Tesla","TSL","Tesla Model 3","Long Range",0.001,"Car",258,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",4250,9,116.1,"Electricity",NA,186.6,38.51,-0.0811,0.0161,-12.12,0.2046,0.0115,"N","N","No averaging"
"84",2018,"Tesla","TSL","Tesla Model 3","Long Range",0.001,"Car",258,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",4250,9,116.1,"Electricity",NA,171.4,38.51,-0.0811,0.0161,-12.12,0.2046,0.0115,"N","N","No averaging"
"85",2018,"Tesla","TSL","Tesla Model 3","Long Range AWD",0.001,"Car",252,"A","Automatic",1,"N","A","All Wheel Drive",4500,9,116.1,"Electricity",NA,169,41.72,0.0515,0.01498,-11.35,0.1804,0.01082,"N","N","No averaging"
"86",2018,"Tesla","TSL","Tesla Model 3","Long Range AWD",0.001,"Car",252,"A","Automatic",1,"N","A","All Wheel Drive",4500,9,116.1,"Electricity",NA,156.8,41.72,0.0515,0.01498,-11.35,0.1804,0.01082,"N","N","No averaging"
"87",2018,"Tesla","TSL","Tesla Model S","100D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5250,9.34,9.7,"Electricity",NA,133.9,40.52,0.1677,0.01614,9.11,0.0607,0.0094,"N","N","No averaging"
"88",2018,"Tesla","TSL","Tesla Model S","100D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5250,9.34,9.7,"Electricity",NA,135.6,40.52,0.1677,0.01614,9.11,0.0607,0.0094,"N","N","No averaging"
"89",2018,"Tesla","TSL","Tesla Model S","75D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5000,9.34,9.7,"Electricity",NA,21,37.37,0.1842,0.01508,-1.5,0.01177,0.01559,"N","N","No averaging"
"90",2018,"Tesla","TSL","Tesla Model S","75D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5000,9.34,9.7,"Electricity",NA,20.5,37.37,0.1842,0.01508,-1.5,0.01177,0.01559,"N","N","No averaging"
"91",2018,"Tesla","TSL","Tesla Model S","75R",0.001,"Car",376,"OT","Other",1,"N","R","2-Wheel Drive, Rear",5000,9.34,9.7,"Electricity",NA,132.1,40.35,0.1324,0.01557,13.85,-0.0725,0.01664,"N","N","No averaging"
"92",2018,"Tesla","TSL","Tesla Model S","75R",0.001,"Car",376,"OT","Other",1,"N","R","2-Wheel Drive, Rear",5000,9.34,9.7,"Electricity",NA,21.5,40.35,0.1324,0.01557,13.85,-0.0725,0.01664,"N","N","No averaging"
"93",2018,"Tesla","TSL","Tesla Model S","P100D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5250,9.34,9.7,"Electricity",NA,23.7,41.35,0.267,0.0137,-8.1,-0.0329,0.01383,"N","N","No averaging"
"94",2018,"Tesla","TSL","Tesla Model S","P100D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5250,9.34,9.7,"Electricity",NA,21,41.35,0.267,0.0137,-8.1,-0.0329,0.01383,"N","N","No averaging"
"95",2018,"Tesla","TSL","Tesla Model X","100D",0.001,"Car",517,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,9.7,"Electricity",NA,117.3,35.49,0.1972,0.02044,-10.47,-0.0735,0.02124,"N","N","No averaging"
"96",2018,"Tesla","TSL","Tesla Model X","100D",0.001,"Car",517,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,9.7,"Electricity",NA,120.6,35.49,0.1972,0.02044,-10.47,-0.0735,0.02124,"N","N","No averaging"
"97",2018,"Tesla","TSL","Tesla Model X","75D",0.001,"Car",417,"OT","Other",1,"N","4","4-Wheel Drive",5500,9.34,9.7,"Electricity",NA,23.3,37.68,0.0486,0.0214,-11.49,-0.0893,0.0206,"N","N","No averaging"
"98",2018,"Tesla","TSL","Tesla Model X","75D",0.001,"Car",417,"OT","Other",1,"N","4","4-Wheel Drive",5500,9.34,9.7,"Electricity",NA,22.3,37.68,0.0486,0.0214,-11.49,-0.0893,0.0206,"N","N","No averaging"
"99",2018,"Tesla","TSL","Tesla Model X","P100D",0.001,"Car",713,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,9.7,"Electricity",NA,26,46.87,-0.0518,0.02166,-0.83,-0.3277,0.02159,"N","N","No averaging"
"100",2018,"Tesla","TSL","Tesla Model X","P100D",0.001,"Car",713,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,9.7,"Electricity",NA,24.3,46.87,-0.0518,0.02166,-0.83,-0.3277,0.02159,"N","N","No averaging"
"101",2018,"Toyota","TYX","TOYOTA","MIRAI",0.001,"Car",1,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",4250,8.78,0,"Hydrogen 5",NA,94.1,32.325,0.20003,0.018292,10.278,0.01818,0.019404,"N","N","No averaging"
